 	oocyte	sperm	placenta	trophoblast stem cell	episc	esc	HSC	Common Lymphoid Progenitor (CLP)	Common Myeloid Progenitor (CMP)	Granulocyte-Monocyte Progenitor (GMP)	Megakaryocyte-Erythroid Progenitor (MEP)	pre B Cell	B Cell	monocytes - classical	dendritic cell - plasmacytoid	macrophage	thymocyte DN	thymocyte - DP	T Cell	natural killer cells	neutrophils	microglia	erythroblast	spleen	Langerhans cell	lymph node stromal cell	medullary thymic epithelial	terminal bronchiolar epithelial cells	endothelial cell - gonad	endothelial cell - blood vessel	endothelial cell - lymphatic vessel	msc	osteoblast	keratinocyte	mef	fibroblast - cardiac	fibroblast - skin	fibroblast - thymus	myoblast	skeletal muscle	cardiomyocyte	mammary gland - lactating	adipose - white	adipose - brown	bladder	kidney	liver	lung	prostate	pituitary	thyroid	pancreas - islets	pancreas - whole	intestine - large	intestine - paneth cell	intestine - small	nsc	npc	neuron - glutamatergic	olfactory epithelium	retinal pigment epithelium	cornea	lens
Figla	0.001619504	-0.000172217	-4.62E-05	-0.000144084	-0.000143483	-0.000357701	0.000101751	-6.00E-05	0.000219194	-0.000229352	-0.000158388	-0.000228947	-0.000237687	-1.17E-05	-9.64E-06	9.52E-05	-6.51E-05	6.08E-05	0.000143508	1.77E-05	-0.000355673	0.00015525	6.38E-05	-6.92E-05	8.06E-05	-0.000163174	-0.000220923	-0.000223449	-0.000102874	0.000130545	4.50E-05	9.73E-05	4.23E-05	-0.000110328	0.000158575	-0.000157118	4.84E-05	4.33E-05	-4.23E-05	-0.000149842	3.12E-05	4.77E-05	0.000141202	8.54E-05	-0.000165683	-5.02E-05	-2.50E-05	8.95E-05	-1.05E-05	0.000115983	1.15E-05	-9.99E-05	-4.19E-05	-1.62E-05	-2.34E-05	-2.52E-05	-0.000327838	-0.000220626	-0.000277588	1.39E-05	-7.72E-05	-0.000152632	8.39E-05
Fiz1	0.000659386	0.000135155	-0.000328868	3.29E-05	3.46E-05	8.56E-05	-0.000159486	9.45E-05	0.000223196	0.000124505	-2.11E-05	-0.000233795	0.000310706	-0.000104347	-8.46E-05	-0.00020842	-0.000668048	-7.10E-06	-7.15E-06	0.000151436	0.000746603	-8.86E-05	-0.000453924	8.45E-05	5.37E-05	0.000386406	0.000108449	-0.004346827	0.001648541	-0.000310196	0.00010972	0.000280093	0.000223579	-5.10E-05	-0.000311022	-0.002270568	0.00027511	0.00043908	-8.65E-05	2.06E-06	7.29E-05	0.000234977	0.000369274	8.35E-05	0.000564527	9.91E-05	0.00030676	0.000707055	-2.83E-05	5.82E-05	7.49E-05	8.77E-05	-0.000208533	-9.47E-06	1.19E-05	0.000174794	0.001055912	-1.11E-05	-4.74E-06	-5.84E-05	0.000975133	0.001055234	-0.000291701
Fli1	-0.000813663	0.000892889	0.00116854	-0.000695069	-0.000815716	-0.00098463	0.000510365	0.000101473	0.000285449	-8.95E-05	0.001161865	0.001171144	0.00013943	-0.000502021	-0.000604842	0.000235791	0.001708638	0.000163937	-0.000439618	0.000337689	-9.63E-05	8.46E-05	0.000104592	-0.000845403	0.000949972	-0.000875855	-0.002563515	0.001068142	0.001509304	-0.000353843	0.000361666	-0.002745524	0.002158786	-0.001242473	-0.002356166	0.000650958	0.001182511	0.000838061	-0.000949511	-0.000402414	-0.000351991	0.002189502	-0.00125915	0.000178513	0.001828107	0.001322787	-9.56E-05	0.000280559	-0.002511609	-0.002105408	0.000895581	-0.001902019	0.001257115	-0.003040762	-0.001056396	0.002945243	-0.001850633	-0.000706236	-0.000879591	0.002678942	0.001673441	-0.002317867	0.002708222
Fos	-0.000880316	0.00088928	0.000350098	0.001043682	0.001355317	0.000133759	0.002796827	-0.005347827	0.003883219	-0.000446866	-0.002858659	-8.74E-05	-0.00327055	0.001831578	0.00210676	0.000542348	0.00336509	-0.003322837	0.004073576	-0.003664253	6.00E-06	0.001510109	0.002925362	-0.001862981	-0.000585747	-0.001457285	0.000681979	0.001138174	0.000938879	-0.000741422	0.000831703	0.003540646	0.001279276	-0.001130745	-0.005578578	0.000717516	0.000929519	0.001010697	-0.000278056	0.002912706	-0.004694814	-0.002263577	0.002416385	-0.003175089	0.00321169	0.001293979	-0.003637558	0.003307146	-0.001796531	0.004303294	-0.002476272	-0.003256171	-0.002162602	0.001755277	-0.001305024	0.002238499	-0.001249335	-7.21E-05	-0.000512161	-0.001319639	0.00236407	-0.001517352	-0.001175556
Fosb	0.001134148	0.001557229	0.000528679	0.000854005	0.001574641	-0.000540336	0.005712435	-0.003424376	-0.002836996	-0.001349027	-0.000334324	-3.83E-05	-0.003171088	-0.001705408	0.002748496	0.000736486	0.003499242	-0.002666019	0.002508238	-0.00201102	0.000498276	0.001888132	0.002054493	-0.001640745	0.000695437	0.000216016	0.000300717	-0.002921943	0.001346854	0.000258591	0.000951528	-0.002574934	0.000997856	-0.002844125	0.003150165	0.001391915	0.000818004	0.000249119	-0.000751525	-0.000912094	-0.001825479	-0.001461244	0.003257591	-0.003071975	0.003987848	-0.002267957	-0.000687169	-0.001630388	-0.001424351	0.004355401	-0.001577251	-0.002905808	-0.002237725	0.002868648	-0.00175573	0.002403561	-0.001709427	-0.00071081	-0.000369212	-0.000760451	0.002991139	-0.001048731	-0.000856104
Fosl1	-0.000253845	-0.000298825	-0.00156612	0.00350879	-0.000559022	-0.002201862	-0.000215112	6.39E-05	-0.000120023	-0.000606722	-0.000473823	-0.000302307	1.25E-05	-0.000568282	0.000631846	-0.000566375	4.90E-05	-5.28E-05	0.000238817	-0.000144793	-0.000693449	-0.000363726	-3.34E-05	-5.94E-05	0.003635724	-0.001408736	-0.000697268	-0.000603856	-0.000823533	-0.000325547	-3.46E-06	0.001785085	-0.002953096	-0.001809652	0.003474312	0.002613774	0.004451753	-0.002603965	0.002312302	-0.00069118	-3.53E-05	-0.000319407	0.000138682	-0.000659639	-0.000451182	0.000571632	5.83E-05	-0.000362424	-0.000882083	-8.00E-05	0.000595034	0.000374426	7.23E-06	-5.38E-05	0.00043376	-0.000142144	-0.000781016	-0.000863751	-0.000643668	-0.000457561	0.00046823	-0.000364892	-0.000148568
Fosl2	-0.000573949	0.000409797	-0.000529568	0.001742211	-0.0002898	-0.002088061	-0.003596387	0.006242783	-0.001430299	0.000639811	-0.002352674	-0.001725899	-0.001829805	-1.20E-05	-0.002736192	0.002255961	0.002241677	4.06E-05	0.002585065	0.000438372	0.000325515	0.000649455	0.001987445	-0.003352559	-0.000646706	-0.000630216	-0.000697687	0.002089122	-0.002577859	0.000414406	0.000922243	-6.18E-05	-0.000245326	7.36E-05	0.001096777	0.001412359	-0.000840769	-0.000155912	0.001734832	-0.000161535	0.000953313	0.000132416	-0.000174125	-0.000158653	-0.000613467	0.000578158	-0.000565506	0.000801539	0.000303612	0.001720251	0.00107273	-0.004095274	0.000108708	-9.54E-05	0.000932644	5.97E-06	-0.001640819	-0.001879345	0.002904196	0.001451602	-0.002253172	0.001936751	-0.002129378
Foxa1	-0.000379706	-0.000618848	-0.00045589	-3.92E-05	-0.000611372	0.000255125	-0.000520454	-0.000267136	-0.000399028	-0.000101237	0.001036197	-0.000252217	0.000337106	-7.76E-05	-0.000317679	0.000207181	0.000763344	2.36E-05	-0.000194472	-0.000546435	-0.000516855	0.000429345	-0.000751962	0.000242015	-0.001262481	-0.000581108	0.002767747	-0.001604711	0.000655236	0.000304751	-0.000521789	0.000395201	0.00040807	-0.002306976	-6.25E-05	0.000164104	-0.000409663	-0.000623623	-0.001462684	-0.000278938	-0.001093176	0.003895	-0.001598734	-0.001010988	0.002858782	-0.002408005	0.004640725	0.004403703	0.001589536	-0.00011139	-0.004429942	-0.000941856	-0.001730661	0.002735964	0.001951036	-0.003430109	0.000115996	0.001807135	-0.000203273	-0.000373226	0.000739601	-0.000627267	-0.000502644
Foxa2	-0.000877599	-0.000342797	0.000162602	-0.00050547	0.003458816	-0.000751724	-0.000327378	0.00069415	-0.000790981	-0.000322963	-4.46E-05	-0.000295685	0.000406233	-7.47E-05	-0.001204489	0.000310374	0.000868432	0.00011431	-0.000478874	-0.001175512	-0.000651446	-2.09E-05	-0.00178077	0.000689409	0.000283583	-0.000655157	-0.000471326	0.004066396	-0.000573873	0.000166523	-0.000946424	-0.000302093	-1.27E-05	-0.00019656	0.000502659	-0.000764368	0.000216263	0.000297961	-0.000234408	-0.00027277	-0.00081172	-0.000942077	-0.000263361	-0.00074658	-0.000446219	-0.001674237	0.003346629	0.003864324	-0.001770237	-0.002336539	-0.001502572	0.003296105	0.002579624	0.003921417	0.002157341	-0.004196032	-0.000167922	-0.001376132	4.45E-05	-0.00040316	-0.001041786	-0.001449623	-0.000261319
Foxa3	-0.000547851	-0.000418504	-0.000953742	-0.000431998	-0.00048014	-0.000205692	0.000367284	3.95E-05	-0.000189565	-0.000483528	-0.001263043	-0.000191435	0.000456802	-0.000291864	-0.000346654	-0.000369593	0.000325915	-0.000436416	-0.000762858	-0.000248643	-0.000651388	-4.06E-05	0.002711018	9.45E-05	0.000267711	-0.000271836	-0.000991041	-0.000142674	-2.29E-05	0.000222735	-0.000366243	0.000371137	-0.00047248	-0.00034231	0.000175811	0.000132332	2.99E-05	0.000251618	1.47E-05	-0.000715956	-0.000331432	-0.000283244	0.000255748	-0.000525104	-7.46E-05	-0.001646515	0.002097219	-0.000477714	-0.001093161	-0.001544039	-4.26E-05	0.003386475	0.001798609	0.002021999	0.001134234	0.001274892	0.000359135	-0.000405936	-0.000372803	-0.000479964	-9.59E-05	-0.000610546	-0.000156806
Foxb2	-4.75E-06	-0.000525314	-0.000920452	-0.000703191	0.002654858	-0.000923746	-0.002042856	-0.000365816	0.002768034	-0.000843092	0.002172129	0.000632931	-0.003419396	0.000564662	0.004331737	-0.002862388	-0.003420195	0.00086505	0.003330113	-2.86E-06	-0.00077217	-5.52E-05	0.001651245	-0.000499066	0.000801608	0.001331975	0.000862126	-0.000973917	-0.00125265	0.003783816	-0.001912829	0.000518297	-0.002183115	-0.000170104	-0.000150177	0.002858124	0.002283741	-0.003741296	-3.15E-06	-0.002997045	4.16E-05	-0.000549219	-0.003116752	0.004729495	0.000448501	-4.38E-05	0.001358952	7.72E-05	-8.28E-05	0.000432363	0.000116261	-0.001388195	0.000368992	0.000280888	-0.000666154	-0.000688828	-0.000594691	-0.000980185	0.000388595	-8.64E-05	0.000142512	-0.000574498	-0.000152262
Foxc1	-0.000588472	-0.000380389	-0.001574783	-0.001123022	0.000491621	-0.000747891	-0.001368043	-0.000167993	0.000355294	-6.23E-05	-0.000455924	-0.000125958	-0.000312973	4.39E-05	0.000254094	-0.000374479	0.000428373	-0.000238067	0.000500702	0.000972259	0.000154205	-0.000736863	0.00020567	-0.001108688	0.000331659	-0.000770023	-0.000472345	-0.000766769	-0.000573909	-0.001556021	0.004986907	0.00161183	0.002319854	0.002660996	0.002953543	-0.001038231	-0.001037281	-0.001552284	-0.001859852	-0.001866004	0.005161412	-0.000741305	-0.000872056	-0.001068483	-0.001074817	0.003539962	-0.000957369	-0.001586349	-0.000286938	-0.000588346	0.000149371	-0.000426388	-0.000439472	-0.001468455	-0.000410664	-0.000489527	-0.000616428	-0.000420518	-0.000787136	0.002784838	-0.00149668	0.002936827	-0.000811254
Foxc2	-0.000487637	-5.16E-05	-0.000977023	-0.000578574	-0.000761531	-0.000794828	5.46E-05	0.000437577	-0.000750067	3.44E-05	9.37E-05	-7.92E-05	0.000252556	-7.31E-05	0.000647089	-0.00048602	-0.000404124	-0.000169794	0.000382307	0.000124031	-0.000497281	-1.21E-06	-0.000228712	-0.000487958	0.00092427	0.003983904	-0.000816656	-0.00150247	0.002545638	-0.004232275	0.004149113	-0.003021686	-0.001567457	-0.001587231	0.004313131	0.001828267	-0.003660751	0.003803801	0.003139057	-3.49E-05	-0.000691525	-0.000184449	-0.001166613	-0.000985295	-0.000578488	0.000349514	-0.000445379	-0.000928845	5.31E-05	2.45E-05	7.62E-05	0.000361225	7.83E-05	-0.000319115	0.000113304	0.000279456	-0.001936789	0.002267337	-7.33E-05	-0.000218164	9.71E-05	0.000615108	-0.001575677
Foxd1	-0.000605329	-0.000311036	-5.26E-05	0.000244477	-0.000253394	-0.000239184	-0.00029921	0.000289195	0.000337984	-0.000250219	-8.77E-05	2.53E-05	-0.000543845	2.10E-05	-0.000149718	0.000399611	0.000123285	-5.41E-05	1.99E-05	9.91E-05	-0.000623082	-0.000250871	8.10E-05	-5.87E-05	0.000175687	-0.00024319	0.000185939	-0.00104489	-0.000146669	0.000371452	-4.45E-05	-0.00019097	-8.93E-06	-0.000158225	0.000272623	-0.000179566	-0.000130092	0.000124954	4.32E-05	-0.000313163	-0.000511996	0.000182237	0.000115762	0.000208847	-0.000275779	5.66E-05	-5.90E-05	0.000401796	-5.55E-05	-0.000176127	-0.000378583	-0.000123155	2.67E-05	-0.000242789	0.000118452	-4.53E-05	-0.000757551	-0.000209356	-0.000613804	-0.000365053	0.0042542	-0.00041067	-1.80E-06
Foxd2	0.000155246	-2.11E-05	-0.001029603	-0.000471322	-0.000564128	-6.57E-05	-0.000173463	0.00046111	-0.000312731	0.000563393	-0.000711587	1.13E-05	-0.000339663	0.000676438	-0.001280218	-0.002161124	-0.002248795	0.000373597	0.004214388	-9.89E-05	-0.000396243	0.00121683	0.002798269	-0.00026588	0.00136566	0.001403374	0.00039369	0.000386492	-0.000671146	0.003277218	-0.001938801	0.000183262	-0.001748978	-0.000710503	0.00014321	-0.000233945	0.002321361	-0.0026372	0.000738968	-0.001775806	0.001048937	2.23E-05	-8.02E-05	-0.000274298	-0.000572092	-0.000339968	-0.002563833	-0.000577685	-0.000500311	-0.000481919	0.000434459	-0.000461348	0.001765444	0.005825515	-0.001443756	-0.002419271	0.000952757	-0.00061337	6.75E-05	0.000203195	6.93E-05	-0.000463742	-0.00032322
Foxd3	-0.000644104	-0.00129283	0.000142186	-0.000472525	0.003984689	-0.001400543	-6.25E-05	0.000397126	-7.97E-05	-0.000810818	5.65E-05	0.000808502	5.71E-05	-0.00062064	-0.000614455	0.000637696	0.000666105	-0.000824839	-0.000150184	-0.000728899	0.002166602	-0.001381173	-0.000666409	-5.54E-05	-0.000567419	-0.000758103	0.002935957	0.000348898	-0.000194122	5.39E-05	0.000189874	0.000125309	-0.000314076	-6.42E-05	0.000262463	-0.000633258	-0.000308702	0.000175842	6.48E-05	0.000204637	0.00041452	-0.000254484	-0.000394437	-0.000330743	-0.000166007	0.000390986	-0.000633235	-0.000217636	0.000298907	-0.000670994	0.000142192	-0.000648414	0.003756828	-0.000152468	-0.00101141	-0.000470961	5.71E-05	-0.000938289	-7.15E-05	-0.000201026	-1.78E-05	-0.00028831	-0.00022056
Foxd4	-0.000362366	-0.00043498	-0.00017257	3.00E-05	-3.61E-05	-6.20E-05	-0.000104413	0.000119981	9.42E-05	-0.000142324	2.75E-05	-3.92E-05	-9.50E-05	-0.000767069	-0.000121155	0.000131007	0.000455856	-0.000519071	-2.12E-05	-0.000175034	0.002581446	-0.000679524	-5.27E-05	-0.000225296	-0.000255279	-5.33E-05	-0.000350268	2.49E-05	-2.54E-05	8.71E-05	0.000192122	5.79E-05	4.28E-05	-6.24E-06	0.000192917	-0.000499353	2.52E-05	-8.22E-06	4.37E-05	-1.64E-05	-3.32E-05	0.000108242	5.90E-05	-9.17E-05	-5.74E-05	0.000155694	7.93E-05	-9.08E-05	6.28E-05	-5.79E-05	2.83E-05	5.43E-05	-0.0001531	-0.000158592	1.58E-05	-6.30E-05	0.000107983	-0.000297991	-0.000172128	0.000151026	-0.000101632	5.80E-05	0.000271235
Foxe1	-0.000963909	-0.000457585	-0.000178255	0.001048695	-0.002592475	0.002017916	-0.003852553	-0.003115924	0.004572906	0.000724549	5.70E-05	-0.00271387	0.002614968	-0.000599965	0.000683444	0.000948147	0.001987182	-0.000107313	-0.00037069	0.000869261	0.000192473	-0.000603568	-0.000759876	-0.001979456	0.001406727	-0.000149942	-0.000668616	0.000435537	-0.001083797	0.000330101	0.000272012	-0.00397565	0.000698581	-0.001184774	0.005083687	-0.001915772	0.000331612	-7.74E-05	-0.001563003	-0.000604379	0.001828731	-0.001970335	0.002980762	-0.000360789	-0.000754523	0.002458225	-0.000672273	-0.004538919	-0.002357048	0.000651825	0.004454127	0.000676144	-0.000532897	-0.003860102	0.003324197	0.001791382	-9.51E-05	-0.001097532	-0.001292816	0.002448437	-0.001615672	-0.001311733	0.003531738
Foxe3	0.000202847	-2.52E-05	0.000150869	0.000141449	-6.04E-05	0.000792573	-0.006307064	0.005119003	0.00169359	4.78E-06	0.000661826	-0.004040919	0.002591591	-2.64E-05	0.000927545	-9.84E-05	9.49E-05	-0.00020657	0.000123447	0.000255724	-0.000283749	-7.75E-05	-0.001797943	-0.003017417	0.001413021	-0.00020392	-0.000655346	-0.000370705	-1.43E-05	-2.46E-05	6.73E-05	-0.003744984	0.000791211	-0.001820806	0.003409224	0.000279109	0.000140545	-0.00040205	-0.001915215	0.000540362	0.000192981	-0.000462496	0.001368614	0.000742295	-0.001492175	0.001566964	-0.001425316	0.00240693	-0.003124891	0.001864739	-0.001494009	0.000341458	0.000123155	0.00203805	0.001810109	0.000133434	0.000839471	0.001209243	-0.001821992	-0.002543685	0.001187487	0.001134263	0.001468896
Foxf1	-0.000377744	0.001556913	0.002299137	-0.002383633	-5.53E-05	-0.000224816	-0.000375586	-0.000510389	-0.001076813	0.003482399	0.000779589	0.000876639	0.000291454	-0.002431709	-2.82E-05	-0.001336351	0.001421589	-0.000279512	-0.001280498	0.000128996	-0.000947372	-0.000477627	-0.00120447	-0.000254644	-0.001555286	0.001616086	0.001853317	0.002769954	-0.002295351	0.002110149	7.60E-05	0.001926206	0.002301317	-0.00141389	0.003425612	0.002131232	-0.004726065	0.002182772	-0.002267918	-0.000683667	-0.001516834	-0.002323134	-0.00305561	-0.002169165	0.003569595	-0.003555027	0.003591095	0.00172592	-0.002544352	-0.000340706	0.003694974	-0.000212513	-0.002310217	0.002723138	-0.002179329	0.002088423	-0.000454778	0.002144043	0.00028987	-0.001589875	-0.000982494	-0.000469219	-0.001057859
Foxf2	-0.000197969	9.21E-05	-0.000581987	-0.000187607	2.02E-05	-0.000237084	-0.000669976	-0.000228843	0.000225805	-0.000610232	0.000285156	-0.000418107	-4.84E-05	0.000123918	-0.000141568	0.000442474	0.000456505	-0.000202145	0.00029952	-0.00039743	-0.000410957	0.000204919	0.000925181	-0.00027388	-0.000398983	-6.68E-05	0.000137587	-0.00115899	0.00017708	-0.000342434	-0.00035396	0.005279622	-0.000759963	0.00011632	-0.002444303	6.59E-05	-0.000198445	-0.000536953	-0.000783053	-0.000426048	-0.000966369	-0.000512448	-0.000309249	0.000526104	-0.000254073	-0.000827905	-0.000263522	0.005782519	-0.000227993	0.000177828	-0.0008189	-0.000398598	-0.000341859	-0.000258914	0.000190274	3.61E-05	0.000172981	-0.000344712	-0.000539475	-0.0003743	0.000354226	0.000635232	-0.000212808
Foxg1	-0.000650264	-0.000517195	-3.01E-07	-0.000206962	9.87E-06	-0.000510303	-0.000142605	-0.000297315	0.000360799	-0.00035065	-0.000763402	-0.000129872	-0.000158195	0.00023887	-3.09E-05	0.00066383	0.000235535	-0.000424987	0.000588796	-0.000553702	-0.000133853	-0.000364912	0.001020007	0.00011168	-0.000918581	-0.000191755	0.003281362	-0.000122964	-0.000269943	0.000583703	-0.000261392	0.004968595	-0.000998943	6.40E-05	-0.001806273	-0.000914675	-0.000264072	-0.000342484	-0.001292325	-0.000602023	0.000309733	-0.00069408	0.000598194	2.66E-05	0.000131202	-0.000873984	0.000157364	0.000157466	0.000529444	-0.001626765	-0.000246598	-0.00059216	-0.00036454	-0.000428995	0.000342478	-0.000802816	0.003199474	-0.000874334	0.001231723	0.003030747	-0.001148394	-0.00118314	-0.000885136
Foxh1	-0.000813147	-0.000386948	0.00036575	-0.001824497	0.002579484	0.002648035	0.000311339	-4.63E-05	-0.000298056	2.15E-05	-0.000122669	-4.94E-05	-2.83E-05	-0.000294093	-0.00019892	0.000748096	-3.74E-05	0.000241553	-0.000238731	0.000323525	-0.000403375	-0.000295637	-0.000468028	-0.000410376	0.000114198	9.96E-06	-7.96E-05	0.000113027	-0.000398139	-4.99E-06	-3.30E-05	-0.000117809	-7.90E-06	-0.000166727	-4.04E-05	-0.000266387	-0.000172732	9.82E-05	-0.000469973	5.02E-05	0.000267781	-0.000254231	7.13E-05	0.000170296	-0.000171958	0.000130546	0.000452322	-2.63E-05	0.000370393	-0.000172981	-0.000162529	1.66E-05	5.78E-05	-3.20E-05	-0.000372143	-0.000272332	-0.000327448	-0.000720155	-0.000187194	-0.000165243	-0.000276399	0.000228124	-0.000429719
Foxi1	-0.000532704	0.002205677	-5.89E-05	-3.60E-05	6.65E-05	-0.000321286	-0.000521843	0.000333751	8.19E-05	-0.000544482	-0.000220801	0.000345569	-0.000194897	8.72E-05	0.000178794	0.000774704	0.000183623	-0.000465415	0.00042222	6.71E-05	-0.000582913	-0.000248198	-2.00E-06	-0.000232259	3.90E-05	-0.000316313	-0.000612063	-5.16E-05	-7.80E-05	-0.000419177	2.87E-05	-0.000426156	-1.02E-05	-0.000141543	0.000516753	-0.000214133	7.11E-05	0.000161032	0.000307088	-0.000425515	-0.000459792	0.000322006	-0.000247354	-6.86E-05	-0.000385766	0.004369742	-0.000881983	-0.000235234	-0.000647983	-0.000299908	-0.000247507	6.28E-05	-0.000201633	-0.000837375	0.000144813	-0.000279963	-7.50E-05	-0.000369031	-0.000291732	-0.000361497	-3.66E-05	-3.11E-06	-3.46E-05
Foxi2	-0.000261678	-0.000282098	0.001212503	0.002904679	-0.00117645	-0.000938059	-0.002205305	-0.000245445	0.003853773	-0.000984105	0.001368064	0.00068012	-0.003841514	0.000947199	0.004215987	-0.004566252	-0.003936898	0.000621115	0.003636231	-0.000646862	-0.000363329	0.000819281	0.000420572	0.00097409	0.00053539	-0.001426395	0.000373284	0.000519331	-0.00014479	0.000896716	0.002680173	-0.000633537	-0.0018495	-0.000385689	-0.000545403	-0.00141943	0.00118855	0.002604273	0.000332957	0.001897725	-0.002444587	0.000449326	-0.003589281	0.004128383	-0.000247125	-0.000613121	0.000115657	-0.001548108	-0.000340642	-0.002142996	-0.00018489	0.002811612	0.000314676	0.000153525	-0.000345892	-0.001241082	0.000636637	-0.000480501	0.000291869	-0.00088668	0.000205656	-0.001097508	-0.001058639
Foxi3	-0.000616135	-0.000295294	0.000265189	-0.000587844	0.003911955	-0.001493161	0.000168566	5.04E-05	-0.000362425	-0.000303367	-3.45E-05	0.000155179	-0.00022904	-0.000216366	-0.000300851	0.000496291	0.000202116	0.000127449	2.37E-05	1.71E-05	-0.000502047	-0.000192107	-0.0001575	-4.44E-05	0.000218812	-0.000242544	3.42E-05	-2.23E-06	-0.000303569	0.000204721	0.000131515	-6.17E-05	-0.000128867	-0.000142348	0.000350207	-0.000226177	-0.000162881	0.000171914	-0.00026689	0.000245167	0.000258885	-0.000330159	0.000180435	-0.000207175	-0.00010911	0.000199489	0.000218784	-6.00E-06	0.000269939	-1.52E-05	-0.000300452	-0.00016568	-5.00E-05	-0.000206565	-0.000320412	0.000108572	-0.000319733	-0.000800174	-0.000226591	4.61E-05	-0.000197905	2.93E-05	-0.000134141
Foxj1	-0.000608694	-0.000675251	0.000113165	-8.20E-05	0.000119112	-0.000274526	-0.000210618	-6.36E-05	0.000298434	-0.000216307	0.000153873	0.000318081	-0.00025485	-0.000201208	-0.00010904	0.000541837	0.000248658	-0.000215988	-3.02E-05	-0.000307636	-0.000731347	-0.000348698	3.76E-05	0.000364603	-0.000505533	-0.000324886	0.003238681	0.00026279	0.00011992	7.22E-05	-2.85E-05	0.000142057	-0.000210888	4.00E-05	0.000302536	-0.000480191	-0.000127169	-0.000309304	-3.95E-05	-0.000211053	0.000200182	-0.00023307	6.50E-05	0.000355038	-0.000149629	-1.43E-05	-9.64E-06	-7.50E-06	0.000279308	-0.000112425	-0.000202459	-0.000126403	-0.000196178	-0.000128012	-0.000379606	-0.000196627	-8.13E-05	-0.000396004	-0.000265236	-0.000205501	0.00032631	-0.000422039	8.79E-05
Foxj2	0.000662399	0.000292533	-0.000101827	0.0012564	0.001325206	-0.003980506	-6.18E-05	0.000122148	-0.000202147	-0.000163747	0.000154628	0.000213653	-8.07E-06	0.00019142	-5.83E-05	-0.000604387	1.15E-05	-7.83E-05	0.000226353	-0.000329201	0.000360023	0.000102501	0.000226955	0.000384848	1.31E-05	-0.000114614	0.000191453	-0.000195482	9.34E-05	0.000166033	0.000113576	0.000140395	-8.43E-05	7.39E-05	0.000102647	0.000306999	0.000111812	7.83E-05	0.000279975	0.000302888	-1.68E-05	-1.10E-05	-0.000119114	-0.000501039	0.000226671	2.31E-05	-0.000261081	1.66E-05	-0.000178002	0.000177343	1.34E-05	-0.000208577	-5.35E-05	-0.000106616	0.000146186	0.000387074	0.000103234	0.00019079	0.000261038	0.000183784	1.57E-05	-0.000147399	0.000175314
Foxk1	0.001173409	-0.00098801	0.002719526	-0.000345492	0.000159945	-0.000722005	0.002663765	0.001860601	-0.00317997	0.001529873	-0.001263594	0.001533102	0.000609615	-6.95E-05	-0.00040612	0.001189944	0.000156431	0.000223587	-0.000143447	4.02E-05	0.000647739	0.000661442	-0.001865721	-0.001525478	-0.003907786	0.00055888	0.001593349	-0.000446076	-0.000997764	0.000879914	0.000547828	-0.001466525	-0.00193434	0.003460391	-0.001158354	-0.001031125	0.002040749	0.001878687	-0.000350425	0.00340214	-0.002446963	-0.001114308	0.005638807	-0.003207749	-0.001518789	-0.000977374	6.25E-05	-0.001914606	-0.000116704	-0.000780055	-0.00132433	-0.001729826	-0.001231703	-0.000238929	-0.000116104	-0.000362471	-0.000103385	-0.001229319	-0.000556287	0.00024234	0.003290782	-0.001132848	0.002813701
